ticket_id,customer_id,product,region,date,channel,satisfaction_score,ticket_text
TK00266,C0210,Analytics Pro,Singapore,2026-04-27,Chat,5,"The new report scheduler is a big improvement, thanks."
TK00267,C0142,DataVault,San Francisco,2025-12-09,Chat,4,"Backup completed ahead of schedule, thanks to the support team."
TK00268,C0186,DataVault,Singapore,2026-05-21,Email,4,DataVault has been rock solid — sovereign storage is why we chose you.
TK00269,C0024,Account,Singapore,2025-09-28,Portal,3,Need to update our billing contact details.
TK00270,C0223,CloudSync,San Francisco,2026-02-01,Phone,3,"Clarification on rate limits for the integration API, please."
TK00271,C0172,DataVault,Singapore,2025-10-21,Portal,4,DataVault has been rock solid — sovereign storage is why we chose you.
TK00272,C0161,DataVault,San Francisco,2025-09-05,Chat,3,Requesting an increase to our storage quota for the new project.
TK00273,C0221,DataVault,San Francisco,2025-11-15,Portal,3,Please confirm the timing of this weekend's scheduled maintenance.
TK00274,C0202,Analytics Pro,Sydney,2026-02-16,Portal,5,Analytics Pro replaced three manual spreadsheets for us.
TK00275,C0244,CloudSync,Sydney,2025-06-25,Chat,3,How do we add a new source to the CloudSync pipeline?
TK00276,C0233,CloudSync,Sydney,2026-02-02,Portal,3,Need documentation on retry logic for failed records.
TK00277,C0268,DataVault,Sydney,2025-07-30,Email,3,Please confirm the timing of this weekend's scheduled maintenance.
TK00278,C0045,Analytics Pro,Singapore,2025-06-30,Phone,3,Requesting access to the advanced modelling module.
TK00279,C0062,CloudSync,Singapore,2025-10-12,Phone,4,"CloudSync caught up overnight and everything reconciled, thanks."
TK00280,C0034,Analytics Pro,Sydney,2025-06-07,Chat,4,"Once configured, the dashboards are genuinely powerful."
TK00281,C0010,DataVault,Singapore,2025-06-25,Phone,4,"Quick resolution on the quota ticket, excellent service."
TK00282,C0065,CloudSync,San Francisco,2025-09-06,Email,3,"Clarification on rate limits for the integration API, please."
TK00283,C0032,DataVault,Sydney,2026-04-23,Chat,3,How do we configure lifecycle policies on cold storage?
TK00284,C0115,DataVault,Sydney,2025-11-25,Portal,4,DataVault has been rock solid — sovereign storage is why we chose you.
TK00285,C0127,Analytics Pro,Singapore,2025-07-24,Chat,4,Support walked us through the modelling module — really helpful.
TK00286,C0268,CloudSync,Sydney,2026-04-06,Phone,3,Requesting a sandbox to test a new field mapping.
TK00287,C0229,CloudSync,Sydney,2025-08-09,Chat,3,Need documentation on retry logic for failed records.
TK00288,C0197,DataVault,San Francisco,2026-03-04,Chat,3,Requesting an increase to our storage quota for the new project.
TK00289,C0048,Analytics Pro,Singapore,2026-01-23,Portal,3,Looking for guidance on custom calculated fields.
TK00290,C0157,Analytics Pro,Sydney,2025-07-24,Chat,4,Support walked us through the modelling module — really helpful.
TK00291,C0163,DataVault,San Francisco,2026-05-06,Chat,3,Need clarification on the data sovereignty residency options.
TK00292,C0102,DataVault,San Francisco,2025-07-04,Portal,3,Requesting an increase to our storage quota for the new project.
TK00293,C0253,DataVault,Sydney,2026-04-18,Chat,4,"Quick resolution on the quota ticket, excellent service."
TK00294,C0115,Analytics Pro,Sydney,2025-12-15,Phone,3,How do we share a dashboard with an external auditor?
TK00295,C0222,CloudSync,Singapore,2026-01-19,Email,3,"Clarification on rate limits for the integration API, please."
TK00296,C0061,Account,Sydney,2025-08-11,Email,4,"Account manager sorted our billing query same day, thank you."
TK00297,C0220,Account,Sydney,2025-08-07,Email,2,Onboarding has been slow and we still don't have full access.
TK00298,C0179,CloudSync,San Francisco,2025-08-16,Chat,3,"Clarification on rate limits for the integration API, please."
TK00299,C0098,CloudSync,Singapore,2026-03-08,Chat,4,Support helped us tune the batch size and syncs are stable now.
TK00300,C0229,Account,Sydney,2026-05-16,Email,4,"Account manager sorted our billing query same day, thank you."
TK00301,C0204,Analytics Pro,Sydney,2025-12-09,Phone,4,Analytics Pro replaced three manual spreadsheets for us.
TK00302,C0191,Analytics Pro,San Francisco,2026-05-24,Email,2,Query on the sales cube times out every morning.
TK00303,C0124,DataVault,Singapore,2026-04-22,Phone,5,"Backup completed ahead of schedule, thanks to the support team."
TK00304,C0130,Analytics Pro,Sydney,2026-04-11,Email,4,Support walked us through the modelling module — really helpful.
TK00305,C0090,Analytics Pro,Singapore,2026-02-08,Chat,3,Need to schedule a training session for our new analysts.
TK00306,C0012,CloudSync,San Francisco,2025-09-19,Portal,2,Honestly considering AWS for this — reliability has to improve.
TK00307,C0050,Analytics Pro,Sydney,2025-06-03,Portal,4,"Once configured, the dashboards are genuinely powerful."
TK00308,C0250,Account,Sydney,2025-12-01,Email,3,Need to update our billing contact details.
TK00309,C0274,DataVault,Sydney,2026-01-19,Email,4,DataVault has been rock solid — sovereign storage is why we chose you.
TK00310,C0273,DataVault,Sydney,2026-04-10,Portal,3,Please confirm the timing of this weekend's scheduled maintenance.
TK00311,C0101,DataVault,Singapore,2025-09-23,Portal,5,DataVault has been rock solid — sovereign storage is why we chose you.
TK00312,C0151,Analytics Pro,Singapore,2026-05-27,Phone,3,How do we share a dashboard with an external auditor?
TK00313,C0091,Analytics Pro,Singapore,2025-11-20,Email,4,"Once configured, the dashboards are genuinely powerful."
TK00314,C0032,Account,Sydney,2026-03-26,Email,3,How do we add a new seat to our plan?
TK00315,C0076,Analytics Pro,Sydney,2025-07-12,Email,4,Analytics Pro replaced three manual spreadsheets for us.
TK00316,C0238,CloudSync,Singapore,2025-10-21,Phone,2,API errors every time we push a large batch — unacceptable.
TK00317,C0100,Account,Sydney,2026-02-08,Portal,4,"Smooth onboarding, everything is set up correctly."
TK00318,C0160,Analytics Pro,Sydney,2026-01-23,Portal,3,Requesting access to the advanced modelling module.
TK00319,C0257,Analytics Pro,Sydney,2026-05-15,Email,4,"The new report scheduler is a big improvement, thanks."
TK00320,C0100,DataVault,Sydney,2026-05-12,Chat,5,"Backup completed ahead of schedule, thanks to the support team."
TK00321,C0050,Analytics Pro,Sydney,2025-11-16,Chat,4,Analytics Pro replaced three manual spreadsheets for us.
TK00322,C0159,Analytics Pro,Sydney,2025-06-20,Portal,5,Analytics Pro replaced three manual spreadsheets for us.
TK00323,C0228,Account,San Francisco,2025-08-06,Email,2,"Cannot log in since the SSO change, locked out of our account. Switching cost is the only thing holding us back."
TK00324,C0065,CloudSync,San Francisco,2025-11-28,Email,2,"CloudSync failed overnight and duplicated half our records, this is a mess. We could just move this to AWS."
TK00325,C0064,Analytics Pro,Sydney,2025-10-16,Chat,4,Support walked us through the modelling module — really helpful.
TK00326,C0061,CloudSync,Sydney,2025-09-27,Email,3,Need documentation on retry logic for failed records.
TK00327,C0223,DataVault,San Francisco,2025-06-25,Chat,4,DataVault has been rock solid — sovereign storage is why we chose you.
TK00328,C0167,DataVault,Singapore,2025-09-30,Email,5,"Backup completed ahead of schedule, thanks to the support team."
TK00329,C0015,Account,Sydney,2026-03-02,Email,4,"Smooth onboarding, everything is set up correctly."
TK00330,C0191,CloudSync,San Francisco,2025-08-15,Phone,1,"Honestly considering AWS for this — reliability has to improve. Compared to Azure, the gap is obvious."
TK00331,C0192,Account,San Francisco,2025-11-09,Chat,3,How do we add a new seat to our plan?
TK00332,C0238,CloudSync,Singapore,2025-10-05,Phone,3,Need documentation on retry logic for failed records.
TK00333,C0131,Account,Sydney,2025-11-05,Phone,3,Need to update our billing contact details.
TK00334,C0233,DataVault,Sydney,2025-11-26,Email,3,How do we configure lifecycle policies on cold storage?
TK00335,C0217,Analytics Pro,Sydney,2025-11-07,Portal,5,Support walked us through the modelling module — really helpful.
TK00336,C0016,Account,Singapore,2025-07-10,Portal,5,"Account manager sorted our billing query same day, thank you."
TK00337,C0105,CloudSync,Sydney,2025-07-07,Portal,3,Need documentation on retry logic for failed records.
TK00338,C0085,CloudSync,San Francisco,2025-08-22,Phone,1,Field mapping broke after your update with no warning at all.
TK00339,C0167,DataVault,Singapore,2025-10-24,Phone,5,"The new restore workflow is much faster, really appreciate it."
TK00340,C0120,Account,Sydney,2025-08-09,Phone,4,"Account manager sorted our billing query same day, thank you."
TK00341,C0201,Account,Singapore,2026-05-02,Email,3,Need to update our billing contact details.
TK00342,C0083,Analytics Pro,Sydney,2025-08-23,Phone,2,"Dashboards take over a minute to load, unusable for our standups."
TK00343,C0065,CloudSync,San Francisco,2026-04-17,Email,3,Requesting a sandbox to test a new field mapping.
TK00344,C0154,DataVault,Singapore,2025-09-13,Portal,4,"The new restore workflow is much faster, really appreciate it."
TK00345,C0222,Account,Singapore,2025-11-21,Portal,4,"Smooth onboarding, everything is set up correctly."
TK00346,C0254,CloudSync,Sydney,2026-01-01,Phone,4,"CloudSync caught up overnight and everything reconciled, thanks."
TK00347,C0243,DataVault,Sydney,2026-03-11,Email,3,Please confirm the timing of this weekend's scheduled maintenance.
TK00348,C0090,CloudSync,Singapore,2025-12-20,Phone,3,"Clarification on rate limits for the integration API, please."
TK00349,C0163,Account,San Francisco,2025-09-26,Chat,4,"Account manager sorted our billing query same day, thank you."
TK00350,C0129,CloudSync,Sydney,2025-07-23,Email,4,"CloudSync caught up overnight and everything reconciled, thanks."
TK00351,C0106,DataVault,Singapore,2026-04-15,Phone,4,"Quick resolution on the quota ticket, excellent service."
TK00352,C0194,CloudSync,San Francisco,2025-09-03,Email,1,"CloudSync failed overnight and duplicated half our records, this is a mess. Switching cost is the only thing holding us back."
TK00353,C0125,Account,San Francisco,2025-12-18,Portal,3,Requesting an updated invoice for finance.
TK00354,C0010,DataVault,Singapore,2026-02-07,Portal,5,"The new restore workflow is much faster, really appreciate it."
TK00355,C0075,DataVault,San Francisco,2026-04-10,Phone,2,"Storage uploads have been failing for two days, this is blocking our backups."
TK00356,C0272,CloudSync,Sydney,2025-11-22,Chat,3,How do we add a new source to the CloudSync pipeline?
TK00357,C0143,CloudSync,Singapore,2025-08-02,Chat,2,"Integration with our ERP keeps dropping, we are evaluating alternatives."
TK00358,C0030,CloudSync,Sydney,2025-12-15,Chat,3,Need documentation on retry logic for failed records.
TK00359,C0130,Analytics Pro,Sydney,2026-01-11,Email,4,Support walked us through the modelling module — really helpful.
TK00360,C0053,Analytics Pro,Singapore,2025-07-18,Phone,2,The learning curve is brutal — my team can't build a basic report without help.
