customer_id,company_name,industry,region,tenure_months,products,monthly_recurring_revenue,support_tier,support_tickets_6m,satisfaction_score,churn_flag
CC0259,Fremantle Services,Education,NSW,31,DataVault,5783.29,Standard,4,2.60,0
CC0260,Adelaide Hills Trading,Media & Communications,SA,17,DataVault + Analytics Pro + CloudSync,3402.45,Basic,4,2.10,1
CC0261,Carnarvon Services,Agriculture,WA,13,CloudSync,4918.32,Standard,0,3.30,0
CC0262,Kimberley Capital,Real Estate,QLD,37,DataVault + Analytics Pro + CloudSync,15201.35,Premium,8,1.70,0
CC0263,Murray River Technologies,Hospitality,QLD,42,DataVault + Analytics Pro + CloudSync,6420.65,Standard,4,3.00,0
CC0264,Fremantle Solutions,Finance & Insurance,QLD,22,Analytics Pro,4418.41,Standard,4,2.30,0
CC0265,Barrier Reef Cooperative,Agriculture,NSW,29,DataVault + Analytics Pro,2643.35,Basic,3,2.90,0
CC0266,Outback Logistics,Mining & Resources,NSW,21,CloudSync,30214.58,Enterprise,0,4.00,0
CC0267,Barossa Solutions,Hospitality,WA,14,DataVault,12712.56,Premium,1,3.10,0
CC0268,Kimberley Group,Hospitality,WA,96,DataVault + Analytics Pro,11848.15,Premium,5,2.40,0
CC0269,Murray River Enterprises,Finance & Insurance,NSW,12,CloudSync,1824.11,Basic,4,2.20,0
CC0270,Wannon Trading,Construction,NSW,70,CloudSync,10174.71,Premium,2,4.30,0
CC0271,Wagga Partners,Technology,NSW,9,DataVault,9181.17,Premium,2,2.90,1
CC0272,Snowy Mountain Partners,Media & Communications,NSW,12,Analytics Pro,5517.08,Standard,2,1.90,0
CC0273,Bondi Digital,Construction,SA,13,DataVault + Analytics Pro + CloudSync,7512.01,Standard,3,2.50,1
CC0274,Outback Enterprises,Retail,SA,61,CloudSync,5166.98,Standard,2,3.60,0
CC0275,Harbour Trading,Government,VIC,30,DataVault,9214.60,Premium,2,3.20,0
CC0276,Outback Partners,Logistics & Transport,SA,9,DataVault,4261.28,Standard,3,2.50,0
CC0277,Pilbara Group,Finance & Insurance,VIC,13,DataVault,28437.46,Enterprise,0,3.40,0
CC0278,Eucalypt Consulting,Mining & Resources,VIC,13,CloudSync,12333.80,Premium,2,2.90,0
CC0279,Swan River Systems,Hospitality,NSW,9,Analytics Pro,4594.27,Standard,3,2.90,0
CC0280,Bondi Systems,Technology,VIC,83,Analytics Pro,4592.07,Standard,2,4.70,0
CC0281,Margaret Consulting,Mining & Resources,NSW,19,DataVault + Analytics Pro + CloudSync,14717.42,Premium,4,1.90,0
CC0282,Margaret Logistics,Professional Services,QLD,24,DataVault + Analytics Pro,6291.69,Standard,7,2.40,0
CC0283,Sunshine Coast Services,Technology,QLD,15,CloudSync,12496.50,Premium,1,2.90,0
CC0284,Mallee Trading,Agriculture,VIC,33,CloudSync,2153.00,Basic,7,2.40,1
CC0285,Swan River Enterprises,Healthcare,NSW,30,CloudSync,1791.64,Basic,3,3.10,0
CC0286,Carnarvon Group,Manufacturing,WA,21,DataVault,1980.46,Basic,4,2.10,1
CC0287,Pilbara Industries,Real Estate,NSW,41,DataVault,1961.13,Basic,4,2.50,1
CC0288,Daintree Group,Professional Services,WA,84,Analytics Pro,30840.42,Enterprise,1,3.90,0
CC0289,Bondi Technologies,Media & Communications,NSW,45,DataVault + CloudSync,33213.44,Enterprise,2,2.80,0
CC0290,Murray River Consulting,Finance & Insurance,WA,21,DataVault,23918.26,Enterprise,1,2.60,0
CC0291,Capricorn Solutions,Professional Services,NSW,66,DataVault + CloudSync,6155.40,Standard,5,3.10,0
CC0292,Hunter Valley Enterprises,Professional Services,WA,54,Analytics Pro + CloudSync,14145.02,Premium,2,3.30,0
CC0293,Tasman Digital,Professional Services,SA,28,CloudSync,6114.56,Standard,1,3.60,0
CC0294,Coral Sea Group,Agriculture,NSW,32,CloudSync,12419.12,Premium,7,2.20,1
CC0295,Barrier Reef Capital,Media & Communications,SA,67,DataVault + Analytics Pro + CloudSync,8023.71,Standard,5,3.90,0
CC0296,Eucalypt Systems,Agriculture,QLD,89,DataVault + Analytics Pro + CloudSync,3306.02,Basic,8,2.40,0
CC0297,Barossa Logistics,Healthcare,NSW,12,Analytics Pro + CloudSync,35619.39,Enterprise,2,2.20,0
CC0298,Adelaide Hills Cooperative,Mining & Resources,NSW,21,DataVault + Analytics Pro + CloudSync,8019.04,Standard,3,3.60,0
CC0299,Tasman Trading,Logistics & Transport,NSW,15,Analytics Pro,10483.76,Premium,3,3.10,1
CC0300,Pilbara Partners,Real Estate,VIC,55,DataVault + Analytics Pro + CloudSync,7233.28,Standard,11,1.80,0
CC0301,Bluegum Solutions,Real Estate,VIC,24,CloudSync,1986.56,Basic,4,1.90,1
CC0302,Flinders Solutions,Mining & Resources,NSW,25,DataVault + Analytics Pro + CloudSync,6712.34,Standard,3,2.90,0
CC0303,Grampians Partners,Manufacturing,NSW,28,DataVault + Analytics Pro + CloudSync,36048.54,Enterprise,4,2.60,0
CC0304,Swan River Services,Government,NSW,42,CloudSync,1978.09,Basic,3,3.40,0
CC0305,Esperance Cooperative,Manufacturing,QLD,60,DataVault + Analytics Pro + CloudSync,10507.56,Premium,3,2.70,0
CC0306,Coorong Solutions,Mining & Resources,NSW,41,CloudSync,5267.88,Standard,2,2.90,0
CC0307,Adelaide Hills Services,Agriculture,VIC,27,DataVault,4926.00,Standard,3,3.20,0
CC0308,Wagga Group,Real Estate,WA,40,CloudSync,4955.96,Standard,2,2.50,0
CC0309,Bondi Cooperative,Technology,WA,23,DataVault + Analytics Pro,32942.51,Enterprise,3,2.40,0
CC0310,Sunshine Coast Consulting,Logistics & Transport,NSW,14,DataVault,5594.04,Standard,1,2.90,0
CC0311,Bluegum Capital,Logistics & Transport,NSW,41,DataVault + CloudSync,12390.20,Premium,0,4.40,0
CC0312,Snowy Mountain Industries,Mining & Resources,NSW,96,DataVault + CloudSync,7003.98,Standard,4,4.10,0
CC0313,Coral Sea Trading,Technology,SA,26,DataVault,10508.30,Premium,4,3.60,0
CC0314,Darwin Harbour Enterprises,Professional Services,NSW,45,Analytics Pro,33424.44,Enterprise,1,4.00,0
CC0315,Swan River Industries,Government,WA,29,Analytics Pro + CloudSync,35399.55,Enterprise,4,2.60,0
CC0316,Snowy Mountain Trading,Construction,NSW,18,DataVault + Analytics Pro,3113.63,Basic,4,1.80,0
CC0317,Snowy Mountain Logistics,Finance & Insurance,VIC,15,Analytics Pro + CloudSync,2366.09,Basic,2,3.10,0
CC0318,Barrier Reef Partners,Finance & Insurance,WA,35,DataVault + Analytics Pro,6726.52,Standard,8,2.10,1
CC0319,Pilbara Cooperative,Healthcare,NSW,55,Analytics Pro,12259.34,Premium,3,3.40,0
CC0320,Pilbara Capital,Professional Services,SA,54,DataVault,4524.70,Standard,8,3.00,0
CC0321,Glasshouse Cooperative,Healthcare,QLD,41,DataVault + Analytics Pro + CloudSync,3085.83,Basic,9,2.70,0
CC0322,Snowy Mountain Enterprises,Healthcare,SA,21,DataVault,9724.70,Premium,0,3.30,1
CC0323,Grampians Capital,Professional Services,NSW,34,Analytics Pro,2099.34,Basic,1,3.20,0
CC0324,Capricorn Industries,Education,NSW,52,Analytics Pro,12188.79,Premium,2,3.30,0
CC0325,Grampians Enterprises,Mining & Resources,QLD,31,Analytics Pro,2102.24,Basic,3,2.10,0
CC0326,Southern Cross Systems,Hospitality,NSW,19,Analytics Pro,4025.49,Standard,4,2.80,0
CC0327,Gippsland Services,Agriculture,VIC,41,Analytics Pro,8591.48,Premium,3,2.90,0
CC0328,Coral Sea Partners,Technology,NSW,38,DataVault + Analytics Pro + CloudSync,13811.05,Premium,3,3.80,0
CC0329,Darwin Harbour Solutions,Mining & Resources,VIC,31,DataVault + Analytics Pro,3246.79,Basic,5,2.60,0
CC0330,Southern Cross Group,Logistics & Transport,NSW,19,DataVault + Analytics Pro + CloudSync,14536.46,Premium,4,2.60,1
CC0331,Barrier Reef Holdings,Education,WA,53,DataVault,4886.01,Standard,3,2.70,0
CC0332,Kimberley Industries,Manufacturing,VIC,12,DataVault,3842.50,Standard,1,2.90,0
CC0333,Gippsland Cooperative,Manufacturing,NSW,31,CloudSync,5606.91,Standard,3,2.70,0
CC0334,Harbour Industries,Mining & Resources,WA,28,Analytics Pro + CloudSync,6088.98,Standard,6,1.50,1
CC0335,Swan River Cooperative,Retail,QLD,35,DataVault + Analytics Pro + CloudSync,7752.23,Standard,4,2.60,0
CC0336,Outback Consulting,Finance & Insurance,SA,18,DataVault + CloudSync,27868.55,Enterprise,2,3.40,1
CC0337,Swan River Holdings,Logistics & Transport,SA,23,DataVault,33575.39,Enterprise,0,3.90,0
CC0338,Flinders Holdings,Agriculture,WA,16,CloudSync,9757.88,Premium,1,3.30,0
CC0339,Outback Digital,Media & Communications,NSW,17,CloudSync,5248.02,Standard,4,2.70,0
CC0340,Carnarvon Partners,Agriculture,SA,28,CloudSync,4864.32,Standard,5,2.10,1
CC0341,Tasman Services,Education,NSW,96,DataVault + Analytics Pro + CloudSync,14013.75,Premium,6,3.00,0
CC0342,Sunshine Coast Systems,Finance & Insurance,VIC,14,DataVault,10897.11,Premium,0,3.20,0
CC0343,Grampians Systems,Government,VIC,22,Analytics Pro + CloudSync,6780.09,Standard,8,1.90,0
CC0344,Southern Cross Industries,Hospitality,SA,10,CloudSync,27905.32,Enterprise,2,3.10,0
CC0345,Capricorn Enterprises,Hospitality,SA,38,Analytics Pro + CloudSync,13377.34,Premium,4,2.30,0
CC0346,Goldfields Services,Logistics & Transport,VIC,25,Analytics Pro + CloudSync,2560.90,Basic,8,2.40,1
CC0347,Yarra Industries,Technology,QLD,8,DataVault + Analytics Pro,7991.92,Standard,4,2.10,1
CC0348,Murray River Services,Retail,QLD,30,CloudSync,11265.27,Premium,8,1.80,0
CC0349,Barossa Capital,Hospitality,QLD,30,Analytics Pro,2038.10,Basic,1,2.50,0
CC0350,Murray River Systems,Mining & Resources,NSW,19,CloudSync,12113.82,Premium,3,3.00,0
CC0351,Barossa Trading,Manufacturing,NSW,5,DataVault + CloudSync,7159.20,Standard,4,2.60,1
CC0352,Mallee Capital,Retail,VIC,30,DataVault + Analytics Pro + CloudSync,17025.18,Premium,7,1.40,0
CC0353,Kangaroo Solutions,Education,NSW,20,Analytics Pro,2073.29,Basic,4,3.20,0
CC0354,Daintree Enterprises,Media & Communications,NSW,14,DataVault,1824.10,Basic,2,3.50,0
CC0355,Flinders Enterprises,Mining & Resources,VIC,6,DataVault + Analytics Pro + CloudSync,7636.88,Standard,3,2.20,0
CC0356,Capricorn Holdings,Real Estate,QLD,30,Analytics Pro,1957.16,Basic,5,2.90,1
CC0357,Sunshine Coast Industries,Professional Services,VIC,30,CloudSync,10275.99,Premium,2,3.30,0
CC0358,Barrier Reef Technologies,Professional Services,NSW,8,DataVault,13042.88,Premium,4,2.40,1
CC0359,Hunter Valley Services,Healthcare,WA,50,DataVault + Analytics Pro + CloudSync,14967.52,Premium,3,3.10,0
CC0360,Daintree Consulting,Government,QLD,96,DataVault + Analytics Pro,13655.08,Premium,4,3.50,0
CC0361,Outback Services,Education,WA,43,DataVault + Analytics Pro + CloudSync,34468.02,Enterprise,5,2.30,0
CC0362,Gippsland Industries,Government,SA,11,DataVault + CloudSync,6508.46,Standard,2,2.80,0
CC0363,Capricorn Capital,Technology,VIC,35,Analytics Pro + CloudSync,34477.62,Enterprise,2,3.50,0
CC0364,Hunter Valley Partners,Real Estate,QLD,46,Analytics Pro,6345.42,Standard,3,2.50,0
CC0365,Outback Cooperative,Real Estate,NSW,17,DataVault,1935.09,Basic,4,2.60,1
CC0366,Wannon Solutions,Healthcare,SA,39,DataVault + Analytics Pro + CloudSync,13667.60,Premium,6,3.20,0
CC0367,Tasman Enterprises,Logistics & Transport,NSW,69,DataVault + Analytics Pro + CloudSync,3550.51,Basic,6,2.50,0
CC0368,Esperance Industries,Hospitality,SA,22,CloudSync,9096.52,Premium,1,3.30,0
CC0369,Margaret Services,Manufacturing,WA,40,Analytics Pro,5592.91,Standard,3,2.50,0
CC0370,Carnarvon Systems,Media & Communications,NSW,18,CloudSync,5347.60,Standard,1,2.70,0
CC0371,Glasshouse Solutions,Education,VIC,25,DataVault,6165.89,Standard,2,3.40,0
CC0372,Sunshine Coast Holdings,Retail,QLD,28,Analytics Pro,2362.10,Basic,2,2.90,1
CC0373,Murray River Industries,Manufacturing,QLD,39,DataVault,1853.76,Basic,5,2.70,1
CC0374,Harbour Consulting,Professional Services,VIC,28,DataVault + Analytics Pro + CloudSync,6143.16,Standard,6,2.20,0
CC0375,Esperance Group,Media & Communications,NSW,15,CloudSync,6197.31,Standard,3,2.50,1
CC0376,Snowy Mountain Capital,Hospitality,VIC,3,DataVault + Analytics Pro + CloudSync,3378.74,Basic,6,2.10,0
CC0377,Goldfields Systems,Healthcare,QLD,4,CloudSync,11861.69,Premium,4,2.10,0
CC0378,Glasshouse Systems,Mining & Resources,WA,15,Analytics Pro,5814.32,Standard,3,2.10,1
CC0379,Goldfields Industries,Logistics & Transport,WA,42,CloudSync,12253.14,Premium,3,3.30,0
CC0380,Yarra Cooperative,Manufacturing,WA,26,DataVault + CloudSync,2499.27,Basic,7,1.80,1
CC0381,Bluegum Systems,Manufacturing,WA,43,Analytics Pro,6209.93,Standard,2,1.90,1
CC0382,Eucalypt Industries,Mining & Resources,SA,30,DataVault + Analytics Pro,2528.39,Basic,5,3.00,0
CC0383,Eucalypt Logistics,Hospitality,QLD,17,DataVault + Analytics Pro + CloudSync,2790.86,Basic,2,2.00,1
CC0384,Glasshouse Logistics,Finance & Insurance,QLD,8,Analytics Pro,11158.55,Premium,1,2.40,0
CC0385,Coral Coast Logistics,Technology,QLD,21,Analytics Pro + CloudSync,1904.24,Basic,6,2.00,0
CC0386,Hunter Valley Solutions,Mining & Resources,VIC,28,DataVault,10528.66,Premium,2,2.70,0
CC0387,Bluegum Industries,Logistics & Transport,QLD,4,CloudSync,33925.92,Enterprise,0,2.80,0
CC0388,Wagga Capital,Hospitality,VIC,13,DataVault + Analytics Pro + CloudSync,3520.96,Basic,7,2.10,1
CC0389,Grampians Services,Mining & Resources,QLD,23,DataVault + Analytics Pro,2492.27,Basic,7,2.40,0
CC0390,Bondi Group,Real Estate,VIC,20,DataVault,5041.43,Standard,4,2.50,1
CC0391,Gippsland Technologies,Manufacturing,VIC,9,DataVault + Analytics Pro,6359.41,Standard,5,2.30,0
CC0392,Tasman Partners,Mining & Resources,NSW,13,Analytics Pro + CloudSync,6468.65,Standard,6,1.90,0
CC0393,Margaret Trading,Manufacturing,QLD,11,CloudSync,10493.95,Premium,0,2.40,0
CC0394,Barossa Digital,Real Estate,VIC,41,CloudSync,2089.50,Basic,3,3.40,0
CC0395,Mallee Systems,Healthcare,NSW,51,CloudSync,5597.68,Standard,3,2.90,0
CC0396,Torres Industries,Hospitality,QLD,56,Analytics Pro,31354.61,Enterprise,1,3.80,0
CC0397,Margaret Systems,Real Estate,VIC,25,DataVault,33392.06,Enterprise,0,3.30,0
CC0398,Kangaroo Trading,Media & Communications,SA,27,CloudSync,5727.89,Standard,1,2.80,0
CC0399,Kimberley Cooperative,Hospitality,NSW,51,DataVault,1931.65,Basic,4,2.40,1
CC0400,Coral Sea Consulting,Construction,NSW,16,Analytics Pro,11471.79,Premium,4,3.40,1
