ticket_id,customer_id,date,product,region,channel,priority,resolution_hours,satisfaction_rating,ticket_text
TK0201,CC0090,2025-10-24,DataVault,QLD,Portal,Medium,7.80,4,"[DataVault] Great support experience, engineer understood the problem immediately."
TK0140,CC0241,2025-10-28,DataVault,QLD,Portal,Low,20.90,3,[DataVault] Resolved but took longer than expected to get a response.
TK0277,CC0392,2025-10-28,CloudSync,NSW,Chat,High,7.10,4,[CloudSync] Fixed within the hour and followed up to confirm everything was working.
TK0377,CC0036,2025-10-29,DataVault,SA,Portal,Medium,8.00,4,"[DataVault] Painless process, would recommend CloudCore support to anyone."
TK0153,CC0164,2025-10-30,DataVault,QLD,Email,Low,29.50,4,"[DataVault] Painless process, would recommend CloudCore support to anyone."
TK0103,CC0056,2025-10-31,DataVault,NSW,Email,Medium,6.80,4,"[DataVault] Painless process, would recommend CloudCore support to anyone."
TK0281,CC0119,2025-10-31,DataVault,VIC,Chat,Medium,9.30,4,[DataVault] Fixed within the hour and followed up to confirm everything was working.
TK0034,CC0231,2025-11-01,Analytics Pro,NSW,Phone,Medium,7.00,3,[Analytics Pro] Resolved but took longer than expected to get a response.
TK0081,CC0364,2025-11-01,Analytics Pro,QLD,Email,Critical,4.20,4,[Analytics Pro] Fixed within the hour and followed up to confirm everything was working.
TK0293,CC0335,2025-11-01,CloudSync,QLD,Phone,Low,45.30,2,"[CloudSync] Not happy with the handling, communication was poor throughout."
TK0050,CC0243,2025-11-02,Analytics Pro,QLD,Email,Medium,12.50,5,"[Analytics Pro] Issue resolved quickly, team was responsive and helpful throughout."
TK0089,CC0203,2025-11-02,Analytics Pro,QLD,Email,Low,20.60,3,"[Analytics Pro] Issue sorted after a couple of attempts, acceptable outcome overall."
TK0141,CC0326,2025-11-02,Analytics Pro,NSW,Email,Medium,15.70,5,[Analytics Pro] Fixed within the hour and followed up to confirm everything was working.
TK0348,CC0016,2025-11-02,Analytics Pro,NSW,Phone,Low,48.40,2,[Analytics Pro] Slow response and the issue kept recurring after the supposed fix.
TK0204,CC0302,2025-11-03,Analytics Pro,NSW,Chat,Medium,10.90,4,[Analytics Pro] Fixed within the hour and followed up to confirm everything was working.
TK0381,CC0346,2025-11-03,CloudSync,VIC,Portal,High,4.50,3,"[CloudSync] Problem was addressed eventually, response time could be better."
TK0388,CC0373,2025-11-03,DataVault,QLD,Email,High,5.50,4,"[DataVault] Issue resolved quickly, team was responsive and helpful throughout."
TK0226,CC0117,2025-11-05,DataVault,VIC,Portal,Medium,25.50,4,"[DataVault] Issue resolved quickly, team was responsive and helpful throughout."
TK0284,CC0192,2025-11-05,CloudSync,QLD,Phone,High,6.10,4,"[CloudSync] Great support experience, engineer understood the problem immediately."
TK0246,CC0088,2025-11-06,Analytics Pro,NSW,Email,Medium,13.90,3,"[Analytics Pro] Support was okay, had to explain the situation more than once."
TK0095,CC0201,2025-11-07,DataVault,NSW,Portal,Low,19.80,3,"[DataVault] Support was okay, had to explain the situation more than once."
TK0322,CC0297,2025-11-07,Analytics Pro,NSW,Chat,Medium,5.30,5,[Analytics Pro] Fixed within the hour and followed up to confirm everything was working.
TK0394,CC0192,2025-11-08,CloudSync,QLD,Portal,Medium,20.60,2,"[CloudSync] Frustrating experience, had to follow up multiple times for a simple fix."
TK0399,CC0194,2025-11-08,CloudSync,WA,Phone,High,2.00,3,"[CloudSync] Support was okay, had to explain the situation more than once. Following the recent security incident we needed urgent reassurance and guidance."
TK0291,CC0045,2025-11-09,CloudSync,NSW,Portal,Critical,1.90,3,"[CloudSync] Issue sorted after a couple of attempts, acceptable outcome overall."
TK0299,CC0158,2025-11-09,Analytics Pro,NSW,Phone,Critical,3.40,4,[Analytics Pro] Fixed within the hour and followed up to confirm everything was working.
TK0320,CC0267,2025-11-10,DataVault,WA,Portal,High,7.30,4,[DataVault] Fixed within the hour and followed up to confirm everything was working. Following the recent security incident we needed urgent reassurance and guidance.
TK0163,CC0147,2025-11-11,CloudSync,QLD,Phone,High,6.30,3,[CloudSync] Resolved but took longer than expected to get a response.
TK0196,CC0077,2025-11-11,DataVault,WA,Phone,Critical,2.30,3,"[DataVault] Problem was addressed eventually, response time could be better."
TK0267,CC0295,2025-11-12,Analytics Pro,SA,Email,Medium,14.10,3,"[Analytics Pro] Problem was addressed eventually, response time could be better."
TK0083,CC0288,2025-11-13,Analytics Pro,WA,Email,Medium,14.10,4,"[Analytics Pro] Very professional service, communication was clear and timely."
TK0193,CC0171,2025-11-13,DataVault,QLD,Email,Medium,6.60,3,[DataVault] Resolved but took longer than expected to get a response.
TK0255,CC0201,2025-11-13,DataVault,NSW,Chat,Medium,13.30,4,"[DataVault] Very professional service, communication was clear and timely."
TK0254,CC0356,2025-11-14,Analytics Pro,QLD,Phone,Medium,14.20,4,"[Analytics Pro] Very professional service, communication was clear and timely."
TK0123,CC0245,2025-11-15,CloudSync,NSW,Email,High,5.50,5,[CloudSync] Fixed within the hour and followed up to confirm everything was working.
TK0172,CC0149,2025-11-15,Analytics Pro,VIC,Portal,Medium,6.40,4,"[Analytics Pro] Painless process, would recommend CloudCore support to anyone."
TK0060,CC0265,2025-11-16,Analytics Pro,NSW,Email,Medium,18.30,3,"[Analytics Pro] Support was okay, had to explain the situation more than once."
TK0150,CC0386,2025-11-16,DataVault,VIC,Email,Low,13.40,3,"[DataVault] Support was okay, had to explain the situation more than once."
TK0179,CC0116,2025-11-16,CloudSync,QLD,Email,High,7.30,4,[CloudSync] Fixed within the hour and followed up to confirm everything was working.
TK0033,CC0138,2025-11-17,DataVault,QLD,Phone,High,3.80,2,"[DataVault] Frustrating experience, had to follow up multiple times for a simple fix."
TK0314,CC0181,2025-11-19,Analytics Pro,NSW,Chat,High,2.90,3,"[Analytics Pro] It works now, though the process felt a bit clunky."
TK0346,CC0321,2025-11-19,DataVault,QLD,Email,Medium,11.40,3,"[DataVault] Problem was addressed eventually, response time could be better."
TK0269,CC0031,2025-11-20,Analytics Pro,QLD,Portal,Medium,17.70,2,"[Analytics Pro] Frustrating experience, had to follow up multiple times for a simple fix."
TK0371,CC0079,2025-11-20,Analytics Pro,VIC,Portal,High,4.20,3,"[Analytics Pro] Support was okay, had to explain the situation more than once."
TK0073,CC0012,2025-11-22,CloudSync,QLD,Phone,Low,21.50,5,"[CloudSync] Painless process, would recommend CloudCore support to anyone."
TK0131,CC0110,2025-11-22,CloudSync,VIC,Portal,Medium,7.80,3,"[CloudSync] Support was okay, had to explain the situation more than once."
TK0319,CC0088,2025-11-22,Analytics Pro,NSW,Email,Medium,5.70,4,"[Analytics Pro] Great support experience, engineer understood the problem immediately."
TK0332,CC0361,2025-11-22,DataVault,WA,Phone,Medium,9.10,4,"[DataVault] Painless process, would recommend CloudCore support to anyone. Requested confirmation our backups were not exposed in the September incident."
TK0041,CC0193,2025-11-23,CloudSync,WA,Chat,High,8.50,4,"[CloudSync] Great support experience, engineer understood the problem immediately. Requested confirmation our backups were not exposed in the September incident."
TK0171,CC0232,2025-11-23,CloudSync,VIC,Chat,Low,38.30,4,"[CloudSync] Issue resolved quickly, team was responsive and helpful throughout."
TK0178,CC0195,2025-11-23,DataVault,NSW,Portal,Low,19.20,4,"[DataVault] Painless process, would recommend CloudCore support to anyone."
TK0370,CC0124,2025-11-23,DataVault,VIC,Phone,High,2.80,4,[DataVault] Fixed within the hour and followed up to confirm everything was working.
TK0004,CC0217,2025-11-24,DataVault,VIC,Phone,Medium,18.10,4,"[DataVault] Painless process, would recommend CloudCore support to anyone."
TK0025,CC0010,2025-11-24,CloudSync,NSW,Portal,Low,34.00,2,"[CloudSync] Frustrating experience, had to follow up multiple times for a simple fix."
TK0221,CC0110,2025-11-24,Analytics Pro,VIC,Email,High,4.70,4,"[Analytics Pro] Very professional service, communication was clear and timely."
TK0026,CC0203,2025-11-25,CloudSync,QLD,Chat,Low,56.50,2,[CloudSync] Support did not seem to understand the urgency of our situation.
TK0213,CC0159,2025-11-25,CloudSync,WA,Phone,High,5.30,4,"[CloudSync] Painless process, would recommend CloudCore support to anyone. Worried about credential reset requirements after the incident notification."
TK0253,CC0083,2025-11-25,DataVault,VIC,Email,Low,24.80,3,"[DataVault] Support was okay, had to explain the situation more than once."
TK0181,CC0085,2025-11-26,Analytics Pro,NSW,Email,Critical,3.00,4,"[Analytics Pro] Very professional service, communication was clear and timely."
TK0259,CC0091,2025-11-26,CloudSync,NSW,Portal,High,4.90,3,[CloudSync] Resolved but took longer than expected to get a response.
TK0020,CC0321,2025-11-27,CloudSync,QLD,Phone,Medium,22.70,5,"[CloudSync] Great support experience, engineer understood the problem immediately."
TK0375,CC0303,2025-11-27,CloudSync,NSW,Email,Medium,2.30,4,"[CloudSync] Very professional service, communication was clear and timely."
TK0189,CC0067,2025-11-28,DataVault,NSW,Email,Medium,9.30,3,"[DataVault] Issue sorted after a couple of attempts, acceptable outcome overall."
TK0238,CC0303,2025-11-28,Analytics Pro,NSW,Portal,Medium,15.20,4,"[Analytics Pro] Very professional service, communication was clear and timely."
TK0365,CC0233,2025-11-29,CloudSync,WA,Email,High,4.10,2,"[CloudSync] Not happy with the handling, communication was poor throughout."
TK0019,CC0392,2025-11-30,CloudSync,NSW,Chat,High,6.20,3,[CloudSync] Resolved but took longer than expected to get a response.
TK0368,CC0226,2025-11-30,Analytics Pro,WA,Portal,Medium,6.80,3,[Analytics Pro] Resolved but took longer than expected to get a response.
TK0086,CC0110,2025-12-01,CloudSync,VIC,Email,Medium,9.90,5,"[CloudSync] Very professional service, communication was clear and timely."
TK0130,CC0048,2025-12-01,CloudSync,QLD,Phone,Medium,13.90,4,"[CloudSync] Issue resolved quickly, team was responsive and helpful throughout."
TK0260,CC0291,2025-12-01,DataVault,NSW,Portal,Critical,1.40,3,[DataVault] Resolved but took longer than expected to get a response.
TK0270,CC0346,2025-12-01,CloudSync,VIC,Portal,Critical,2.50,3,"[CloudSync] Support was okay, had to explain the situation more than once."
TK0256,CC0031,2025-12-02,Analytics Pro,QLD,Portal,Low,9.10,4,"[Analytics Pro] Painless process, would recommend CloudCore support to anyone."
TK0278,CC0382,2025-12-03,DataVault,SA,Phone,Medium,15.70,3,"[DataVault] Issue sorted after a couple of attempts, acceptable outcome overall."
TK0304,CC0364,2025-12-03,Analytics Pro,QLD,Email,High,6.90,4,"[Analytics Pro] Painless process, would recommend CloudCore support to anyone."
TK0344,CC0354,2025-12-03,DataVault,NSW,Phone,Low,19.20,2,"[DataVault] Not happy with the handling, communication was poor throughout."
TK0369,CC0392,2025-12-03,Analytics Pro,NSW,Phone,High,6.10,4,[Analytics Pro] Fixed within the hour and followed up to confirm everything was working.
TK0066,CC0399,2025-12-04,DataVault,NSW,Portal,Medium,8.00,3,"[DataVault] It works now, though the process felt a bit clunky."
TK0297,CC0024,2025-12-04,Analytics Pro,VIC,Phone,High,4.00,3,"[Analytics Pro] Issue sorted after a couple of attempts, acceptable outcome overall."
TK0298,CC0291,2025-12-04,CloudSync,NSW,Email,High,0.10,3,"[CloudSync] Issue sorted after a couple of attempts, acceptable outcome overall."
TK0202,CC0385,2025-12-05,CloudSync,QLD,Phone,Medium,17.20,3,"[CloudSync] Support was okay, had to explain the situation more than once."
TK0328,CC0014,2025-12-06,DataVault,SA,Phone,Medium,14.50,4,"[DataVault] Very professional service, communication was clear and timely."
TK0264,CC0032,2025-12-07,Analytics Pro,NSW,Email,Medium,17.30,3,"[Analytics Pro] It works now, though the process felt a bit clunky."
TK0237,CC0351,2025-12-08,CloudSync,NSW,Portal,Medium,19.30,4,"[CloudSync] Great support experience, engineer understood the problem immediately."
TK0325,CC0246,2025-12-09,CloudSync,SA,Phone,High,6.30,4,"[CloudSync] Issue resolved quickly, team was responsive and helpful throughout."
TK0378,CC0399,2025-12-09,DataVault,NSW,Portal,Medium,13.20,3,"[DataVault] It works now, though the process felt a bit clunky."
TK0228,CC0180,2025-12-10,Analytics Pro,SA,Email,Critical,2.60,3,[Analytics Pro] Resolved but took longer than expected to get a response.
TK0229,CC0041,2025-12-10,CloudSync,WA,Email,Medium,8.50,3,"[CloudSync] Issue sorted after a couple of attempts, acceptable outcome overall. Concerned about the data breach impact on our account and compliance obligations."
TK0135,CC0172,2025-12-12,CloudSync,QLD,Email,Critical,2.60,4,"[CloudSync] Painless process, would recommend CloudCore support to anyone."
TK0037,CC0132,2025-12-14,CloudSync,SA,Portal,Critical,2.10,4,"[CloudSync] Very professional service, communication was clear and timely."
TK0318,CC0091,2025-12-15,CloudSync,NSW,Email,Medium,11.40,4,[CloudSync] Fixed within the hour and followed up to confirm everything was working.
TK0355,CC0063,2025-12-16,DataVault,VIC,Chat,Medium,9.20,2,"[DataVault] Not happy with the handling, communication was poor throughout."
TK0337,CC0335,2025-12-18,DataVault,QLD,Chat,Medium,13.70,4,"[DataVault] Issue resolved quickly, team was responsive and helpful throughout."
TK0077,CC0184,2025-12-26,DataVault,VIC,Email,Medium,16.30,5,[DataVault] Fixed within the hour and followed up to confirm everything was working.
TK0194,CC0007,2025-12-26,DataVault,VIC,Portal,High,4.00,3,[DataVault] Resolved but took longer than expected to get a response.
TK0241,CC0068,2025-12-26,CloudSync,NSW,Email,High,7.80,3,"[CloudSync] It works now, though the process felt a bit clunky."
TK0183,CC0044,2025-12-27,Analytics Pro,SA,Portal,Medium,11.00,4,"[Analytics Pro] Issue resolved quickly, team was responsive and helpful throughout."
TK0031,CC0334,2025-12-31,Analytics Pro,WA,Chat,Medium,2.80,3,"[Analytics Pro] Support was okay, had to explain the situation more than once."
TK0158,CC0362,2026-01-02,CloudSync,SA,Portal,High,4.00,4,[CloudSync] Fixed within the hour and followed up to confirm everything was working.
TK0133,CC0229,2026-01-03,CloudSync,QLD,Chat,High,7.90,4,"[CloudSync] Very professional service, communication was clear and timely."
TK0146,CC0159,2026-01-03,CloudSync,WA,Portal,Medium,13.40,5,"[CloudSync] Painless process, would recommend CloudCore support to anyone. Requested confirmation our backups were not exposed in the September incident."
TK0343,CC0347,2026-01-03,Analytics Pro,QLD,Phone,High,2.50,4,"[Analytics Pro] Painless process, would recommend CloudCore support to anyone."
TK0154,CC0249,2026-01-06,DataVault,WA,Phone,High,1.70,2,"[DataVault] Not happy with the handling, communication was poor throughout. Concerned about the data breach impact on our account and compliance obligations."
TK0262,CC0286,2026-01-09,DataVault,WA,Phone,Low,22.30,2,[DataVault] Support did not seem to understand the urgency of our situation. Requested confirmation our backups were not exposed in the September incident.
TK0386,CC0294,2026-01-13,CloudSync,NSW,Chat,Medium,14.50,4,"[CloudSync] Issue resolved quickly, team was responsive and helpful throughout."
TK0329,CC0218,2026-01-14,Analytics Pro,VIC,Email,Low,19.90,3,"[Analytics Pro] Issue sorted after a couple of attempts, acceptable outcome overall."
TK0023,CC0196,2026-01-15,DataVault,NSW,Portal,High,5.00,5,"[DataVault] Painless process, would recommend CloudCore support to anyone."
TK0400,CC0181,2026-01-17,Analytics Pro,NSW,Phone,Medium,19.70,2,"[Analytics Pro] Not happy with the handling, communication was poor throughout."
TK0091,CC0192,2026-01-18,CloudSync,QLD,Chat,Critical,2.20,4,"[CloudSync] Issue resolved quickly, team was responsive and helpful throughout."
TK0340,CC0080,2026-01-18,DataVault,NSW,Chat,Medium,15.30,4,"[DataVault] Issue resolved quickly, team was responsive and helpful throughout."
TK0330,CC0319,2026-01-19,Analytics Pro,NSW,Portal,Medium,12.90,3,"[Analytics Pro] Support was okay, had to explain the situation more than once."
TK0003,CC0379,2026-01-20,CloudSync,WA,Phone,Medium,7.40,4,"[CloudSync] Painless process, would recommend CloudCore support to anyone."
TK0114,CC0321,2026-01-25,Analytics Pro,QLD,Chat,High,2.10,3,"[Analytics Pro] Support was okay, had to explain the situation more than once."
TK0324,CC0091,2026-01-25,CloudSync,NSW,Phone,High,8.80,2,[CloudSync] Support did not seem to understand the urgency of our situation.
TK0040,CC0122,2026-01-29,DataVault,VIC,Chat,High,3.10,3,"[DataVault] Support was okay, had to explain the situation more than once."
TK0121,CC0348,2026-01-31,CloudSync,QLD,Phone,Medium,25.50,2,[CloudSync] Support did not seem to understand the urgency of our situation.
TK0155,CC0120,2026-01-31,Analytics Pro,QLD,Email,Critical,3.40,5,[Analytics Pro] Fixed within the hour and followed up to confirm everything was working.
TK0334,CC0100,2026-01-31,DataVault,VIC,Portal,Critical,2.30,3,"[DataVault] It works now, though the process felt a bit clunky."
TK0203,CC0156,2026-02-02,Analytics Pro,VIC,Email,High,7.10,2,"[Analytics Pro] Not happy with the handling, communication was poor throughout."
TK0064,CC0008,2026-02-08,Analytics Pro,QLD,Email,High,3.90,4,"[Analytics Pro] Issue resolved quickly, team was responsive and helpful throughout."
TK0265,CC0374,2026-02-08,Analytics Pro,VIC,Phone,Medium,17.20,3,"[Analytics Pro] Support was okay, had to explain the situation more than once."
TK0042,CC0177,2026-02-10,Analytics Pro,VIC,Phone,Medium,16.90,4,"[Analytics Pro] Painless process, would recommend CloudCore support to anyone."
TK0151,CC0233,2026-02-10,CloudSync,WA,Email,Critical,3.00,2,[CloudSync] Support did not seem to understand the urgency of our situation.
TK0207,CC0385,2026-02-14,Analytics Pro,QLD,Phone,Low,24.30,4,"[Analytics Pro] Very professional service, communication was clear and timely."
TK0211,CC0058,2026-02-14,DataVault,NSW,Phone,Medium,3.00,3,"[DataVault] It works now, though the process felt a bit clunky."
TK0224,CC0248,2026-02-16,CloudSync,SA,Email,High,5.00,3,"[CloudSync] Support was okay, had to explain the situation more than once."
TK0002,CC0031,2026-02-17,Analytics Pro,QLD,Email,Low,23.30,4,"[Analytics Pro] Painless process, would recommend CloudCore support to anyone."
TK0209,CC0379,2026-02-18,CloudSync,WA,Portal,Critical,1.60,4,"[CloudSync] Painless process, would recommend CloudCore support to anyone."
TK0120,CC0212,2026-02-19,CloudSync,QLD,Chat,High,3.00,3,[CloudSync] Resolved but took longer than expected to get a response.
TK0367,CC0185,2026-02-20,DataVault,NSW,Portal,Medium,8.20,4,"[DataVault] Painless process, would recommend CloudCore support to anyone."
TK0067,CC0376,2026-02-21,CloudSync,VIC,Chat,High,7.20,3,"[CloudSync] Problem was addressed eventually, response time could be better."
TK0079,CC0063,2026-02-21,DataVault,VIC,Portal,High,5.20,3,"[DataVault] Issue sorted after a couple of attempts, acceptable outcome overall."
TK0354,CC0362,2026-02-23,DataVault,SA,Chat,Critical,3.10,4,"[DataVault] Issue resolved quickly, team was responsive and helpful throughout."
TK0396,CC0118,2026-02-25,DataVault,QLD,Portal,Low,22.20,4,"[DataVault] Painless process, would recommend CloudCore support to anyone."
TK0028,CC0328,2026-02-27,Analytics Pro,NSW,Email,Medium,5.10,4,[Analytics Pro] Fixed within the hour and followed up to confirm everything was working.
TK0302,CC0107,2026-02-27,DataVault,QLD,Phone,Medium,16.60,4,"[DataVault] Very professional service, communication was clear and timely."
TK0231,CC0101,2026-02-28,DataVault,QLD,Portal,Low,27.90,4,"[DataVault] Painless process, would recommend CloudCore support to anyone."
TK0239,CC0373,2026-02-28,DataVault,QLD,Email,Medium,10.30,4,"[DataVault] Painless process, would recommend CloudCore support to anyone."
TK0129,CC0233,2026-03-01,CloudSync,WA,Portal,Medium,10.10,3,"[CloudSync] Support was okay, had to explain the situation more than once."
TK0182,CC0302,2026-03-03,DataVault,NSW,Portal,High,3.30,4,[DataVault] Fixed within the hour and followed up to confirm everything was working.
TK0078,CC0116,2026-03-04,Analytics Pro,QLD,Portal,High,2.00,2,"[Analytics Pro] Not happy with the handling, communication was poor throughout."
TK0142,CC0052,2026-03-07,DataVault,NSW,Portal,Medium,11.00,2,[DataVault] Support did not seem to understand the urgency of our situation.
TK0362,CC0282,2026-03-08,Analytics Pro,QLD,Email,High,5.50,2,"[Analytics Pro] Frustrating experience, had to follow up multiple times for a simple fix."
TK0059,CC0321,2026-03-11,DataVault,QLD,Portal,Medium,10.80,3,"[DataVault] Support was okay, had to explain the situation more than once."
TK0029,CC0123,2026-03-14,DataVault,SA,Phone,Low,33.60,3,"[DataVault] Problem was addressed eventually, response time could be better."
TK0016,CC0160,2026-03-18,CloudSync,WA,Portal,Medium,14.80,2,[CloudSync] Took far too long to resolve and disrupted our operations significantly. Concerned about the data breach impact on our account and compliance obligations.
TK0117,CC0207,2026-03-19,DataVault,VIC,Email,Medium,13.20,3,"[DataVault] It works now, though the process felt a bit clunky."
TK0382,CC0098,2026-03-24,Analytics Pro,WA,Phone,Critical,2.50,3,[Analytics Pro] Resolved but took longer than expected to get a response. Requested confirmation our backups were not exposed in the September incident.
TK0145,CC0391,2026-03-31,DataVault,VIC,Portal,Medium,9.40,2,"[DataVault] Not happy with the handling, communication was poor throughout."
TK0247,CC0395,2026-04-02,CloudSync,NSW,Chat,High,4.00,2,[CloudSync] Slow response and the issue kept recurring after the supposed fix.
TK0274,CC0382,2026-04-02,Analytics Pro,SA,Email,High,7.40,3,"[Analytics Pro] Issue sorted after a couple of attempts, acceptable outcome overall."
TK0139,CC0233,2026-04-10,CloudSync,WA,Portal,Medium,9.50,2,"[CloudSync] Not happy with the handling, communication was poor throughout."
TK0341,CC0113,2026-04-10,CloudSync,VIC,Phone,Critical,3.40,4,[CloudSync] Fixed within the hour and followed up to confirm everything was working.
TK0208,CC0328,2026-04-11,Analytics Pro,NSW,Phone,Medium,7.40,4,[Analytics Pro] Fixed within the hour and followed up to confirm everything was working.
TK0074,CC0380,2026-04-14,DataVault,WA,Email,Critical,2.70,2,[DataVault] Support did not seem to understand the urgency of our situation.
TK0186,CC0018,2026-04-15,DataVault,NSW,Email,Medium,9.00,2,[DataVault] Took far too long to resolve and disrupted our operations significantly.
TK0082,CC0394,2026-04-16,CloudSync,VIC,Email,Medium,18.80,3,"[CloudSync] Problem was addressed eventually, response time could be better."
TK0071,CC0348,2026-04-17,CloudSync,QLD,Chat,Medium,6.10,3,"[CloudSync] Support was okay, had to explain the situation more than once."
TK0383,CC0087,2026-04-17,CloudSync,NSW,Email,Medium,9.90,2,[CloudSync] Slow response and the issue kept recurring after the supposed fix.
TK0167,CC0057,2026-04-18,CloudSync,QLD,Portal,Low,42.90,4,[CloudSync] Fixed within the hour and followed up to confirm everything was working.
TK0352,CC0133,2026-04-22,CloudSync,QLD,Email,Medium,21.20,1,"[CloudSync] Frustrating experience, had to follow up multiple times for a simple fix."
TK0094,CC0366,2026-04-23,DataVault,SA,Chat,Critical,2.80,4,"[DataVault] Very professional service, communication was clear and timely."
TK0022,CC0039,2026-04-24,Analytics Pro,WA,Portal,Low,34.20,2,[Analytics Pro] Support did not seem to understand the urgency of our situation.
TK0282,CC0392,2026-04-24,CloudSync,NSW,Chat,High,4.10,3,"[CloudSync] Problem was addressed eventually, response time could be better."
TK0099,CC0256,2026-04-26,CloudSync,VIC,Email,Low,32.90,2,[CloudSync] Slow response and the issue kept recurring after the supposed fix.
TK0217,CC0013,2026-04-28,CloudSync,VIC,Phone,Low,23.00,3,"[CloudSync] Problem was addressed eventually, response time could be better."
TK0156,CC0267,2026-05-07,DataVault,WA,Chat,High,7.40,3,"[DataVault] Support was okay, had to explain the situation more than once."
TK0233,CC0375,2026-05-08,CloudSync,NSW,Email,Critical,3.30,3,"[CloudSync] Support was okay, had to explain the situation more than once."
TK0080,CC0239,2026-05-10,Analytics Pro,QLD,Chat,High,3.70,4,"[Analytics Pro] Issue resolved quickly, team was responsive and helpful throughout."
TK0240,CC0356,2026-05-12,Analytics Pro,QLD,Email,High,8.00,3,"[Analytics Pro] It works now, though the process felt a bit clunky."
TK0115,CC0379,2026-05-15,CloudSync,WA,Phone,High,5.00,4,"[CloudSync] Very professional service, communication was clear and timely. Worried about credential reset requirements after the incident notification."
TK0138,CC0020,2026-05-15,DataVault,NSW,Email,Critical,1.80,4,"[DataVault] Issue resolved quickly, team was responsive and helpful throughout."
TK0195,CC0200,2026-05-17,Analytics Pro,VIC,Phone,High,6.80,3,"[Analytics Pro] It works now, though the process felt a bit clunky."
TK0008,CC0133,2026-05-18,CloudSync,QLD,Portal,Medium,9.00,3,"[CloudSync] Issue sorted after a couple of attempts, acceptable outcome overall."
TK0321,CC0154,2026-05-19,Analytics Pro,VIC,Chat,High,6.20,3,[Analytics Pro] Resolved but took longer than expected to get a response.
TK0373,CC0340,2026-05-19,CloudSync,SA,Email,Medium,17.70,2,"[CloudSync] Not happy with the handling, communication was poor throughout."
TK0397,CC0250,2026-05-25,DataVault,NSW,Email,Medium,20.50,4,[DataVault] Fixed within the hour and followed up to confirm everything was working.
TK0076,CC0263,2026-05-27,DataVault,QLD,Phone,High,6.40,3,"[DataVault] Issue sorted after a couple of attempts, acceptable outcome overall."
TK0347,CC0389,2026-05-27,Analytics Pro,QLD,Portal,Medium,8.60,3,[Analytics Pro] Resolved but took longer than expected to get a response.
TK0045,CC0287,2026-05-29,DataVault,NSW,Email,Low,12.30,3,"[DataVault] Problem was addressed eventually, response time could be better."
TK0345,CC0020,2026-05-30,CloudSync,NSW,Phone,Low,64.50,2,"[CloudSync] Frustrating experience, had to follow up multiple times for a simple fix."
TK0357,CC0088,2026-06-01,DataVault,NSW,Email,Critical,2.50,4,"[DataVault] Painless process, would recommend CloudCore support to anyone."
TK0030,CC0161,2026-06-02,DataVault,NSW,Email,Medium,18.80,3,[DataVault] Resolved but took longer than expected to get a response.
TK0184,CC0257,2026-06-04,CloudSync,VIC,Portal,Critical,2.20,3,"[CloudSync] Problem was addressed eventually, response time could be better."
TK0035,CC0086,2026-06-06,DataVault,NSW,Phone,Critical,2.70,3,"[DataVault] Problem was addressed eventually, response time could be better."
TK0088,CC0094,2026-06-08,Analytics Pro,NSW,Phone,High,3.80,3,"[Analytics Pro] It works now, though the process felt a bit clunky."
TK0102,CC0358,2026-06-08,DataVault,NSW,Email,Low,35.30,3,"[DataVault] Support was okay, had to explain the situation more than once."
TK0161,CC0290,2026-06-11,DataVault,WA,Email,Critical,2.10,4,"[DataVault] Painless process, would recommend CloudCore support to anyone. Worried about credential reset requirements after the incident notification."
TK0323,CC0210,2026-06-11,DataVault,VIC,Chat,Medium,10.70,4,"[DataVault] Very professional service, communication was clear and timely."
TK0313,CC0239,2026-06-15,Analytics Pro,QLD,Chat,Medium,15.50,5,"[Analytics Pro] Great support experience, engineer understood the problem immediately."
TK0288,CC0282,2026-06-16,DataVault,QLD,Phone,Critical,2.70,3,"[DataVault] Problem was addressed eventually, response time could be better."
TK0398,CC0029,2026-06-16,Analytics Pro,VIC,Portal,Low,32.20,3,"[Analytics Pro] Support was okay, had to explain the situation more than once."
TK0119,CC0294,2026-06-19,CloudSync,NSW,Portal,Low,45.00,3,"[CloudSync] Support was okay, had to explain the situation more than once."
TK0170,CC0214,2026-06-24,DataVault,WA,Phone,High,3.80,4,"[DataVault] Issue resolved quickly, team was responsive and helpful throughout. Following the recent security incident we needed urgent reassurance and guidance."
TK0312,CC0279,2026-06-24,Analytics Pro,NSW,Phone,Medium,6.80,4,[Analytics Pro] Fixed within the hour and followed up to confirm everything was working.
TK0315,CC0172,2026-06-25,CloudSync,QLD,Portal,High,4.50,4,"[CloudSync] Great support experience, engineer understood the problem immediately."
TK0248,CC0148,2026-06-27,DataVault,QLD,Email,Low,31.40,3,"[DataVault] Support was okay, had to explain the situation more than once."
TK0331,CC0016,2026-06-27,Analytics Pro,NSW,Phone,Low,26.50,2,[Analytics Pro] Took far too long to resolve and disrupted our operations significantly.
TK0053,CC0346,2026-06-29,CloudSync,VIC,Chat,Critical,2.10,4,"[CloudSync] Painless process, would recommend CloudCore support to anyone."
